baseline,corrupted_baseline,edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG
0.2868151366710663,-0.16621576249599457,250,168,-0.14500483870506287,169,-0.16787096858024597
0.2868151366710663,-0.16621576249599457,500,381,-0.12850245833396912,373,-0.1745820939540863
0.2868151366710663,-0.16621576249599457,750,593,-0.17571023106575012,577,-0.14718380570411682
0.2868151366710663,-0.16621576249599457,1000,839,-0.14899088442325592,803,-0.12456296384334564
0.2868151366710663,-0.16621576249599457,1500,1363,-0.13446179032325745,1289,-0.13652661442756653
0.2868151366710663,-0.16621576249599457,2000,1856,-0.0848226547241211,1817,-0.09579239040613174
0.2868151366710663,-0.16621576249599457,2500,2342,-0.05773690715432167,2302,-0.10245819389820099
0.2868151366710663,-0.16621576249599457,3000,2866,-0.08175405114889145,2821,-0.15709692239761353
0.2868151366710663,-0.16621576249599457,3500,3371,-0.15301457047462463,3333,-0.12084070593118668
0.2868151366710663,-0.16621576249599457,4000,3894,-0.10890986025333405,3841,-0.06993763893842697
0.2868151366710663,-0.16621576249599457,4500,4395,-0.09335791319608688,4374,-0.09192542731761932
0.2868151366710663,-0.16621576249599457,5000,4906,-0.09887745976448059,4878,-0.06321341544389725
0.2868151366710663,-0.16621576249599457,5500,5407,-0.021553294733166695,5409,-0.04266662523150444
0.2868151366710663,-0.16621576249599457,6000,5903,-0.029627863317728043,5916,-0.06484006345272064
0.2868151366710663,-0.16621576249599457,6500,6413,0.008675766177475452,6405,-0.05100288242101669
0.2868151366710663,-0.16621576249599457,7000,6904,-0.07190278172492981,6906,-0.06297639012336731
0.2868151366710663,-0.16621576249599457,7500,7417,-0.06992505490779877,7405,-0.04594758525490761
0.2868151366710663,-0.16621576249599457,8000,7920,-0.12109292298555374,7910,0.05353069305419922
0.2868151366710663,-0.16621576249599457,8500,8423,-0.07397530972957611,8410,0.10699443519115448
0.2868151366710663,-0.16621576249599457,9000,8926,-0.08639265596866608,8916,0.07570018619298935
0.2868151366710663,-0.16621576249599457,9500,9420,-0.12342122197151184,9416,0.017713546752929688
0.2868151366710663,-0.16621576249599457,10000,9916,-0.162811279296875,9914,0.04456278309226036
0.2868151366710663,-0.16621576249599457,10500,10424,-0.1943822205066681,10419,0.03392251208424568
0.2868151366710663,-0.16621576249599457,11000,10926,-0.15993811190128326,10919,0.026387913152575493
0.2868151366710663,-0.16621576249599457,11500,11426,-0.1351032257080078,11415,0.023679859936237335
0.2868151366710663,-0.16621576249599457,12000,11949,-0.13816586136817932,11911,0.06341050565242767
0.2868151366710663,-0.16621576249599457,12500,12450,-0.11944369971752167,12429,0.11301485449075699
0.2868151366710663,-0.16621576249599457,13000,12949,-0.09337794035673141,12930,0.09806041419506073
0.2868151366710663,-0.16621576249599457,13500,13447,-0.10491351783275604,13423,7.184346486610593e-06
0.2868151366710663,-0.16621576249599457,14000,13952,-0.037192028015851974,13924,-0.029305776581168175
0.2868151366710663,-0.16621576249599457,14500,14457,0.03136119991540909,14426,-0.043810781091451645
